p,Z,scale,K0,signed_frequency_count,literal_signed_offdiag,signed_total_including_diag,signed_diagonal,task_prediction,literal_over_task_prediction,signed_total_prediction,signed_total_ratio,signed_off_poisson_prediction,signed_off_poisson_ratio,signed_off_fixed_margin_prediction,signed_off_fixed_margin_ratio,signed_total_fixed_margin_prediction,signed_total_fixed_margin_ratio,positive_offdiag,positive_total
7853,0,sqrt,88,176,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7853,0,cuberoot,19,38,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7867,0,sqrt,88,176,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7867,0,cuberoot,19,38,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7873,2,sqrt,88,176,8,360,352,179.934459545,0.0444606331673,367.737838181,0.978958275767,15.648418646,0.511233766234,7.82619743362,1.02220779221,359.826197434,1.0004830181,0,176
7873,2,cuberoot,19,38,0,76,76,38.1834116601,0,76.7336466404,0.990439048937,0.714340149879,0,0.357260830898,0,76.3572608309,0.995321193728,0,38
7877,2,sqrt,88,176,20,372,352,179.932461597,0.111152817132,367.729846388,1.01161220296,15.640472261,1.27873376623,7.82222222222,2.55681818182,359.822222222,1.03384387352,10,186
7877,2,cuberoot,19,38,4,80,76,38.1833185223,0.104757788343,76.7332740891,1.04257248175,0.713977402564,5.60241820768,0.357079365079,11.2019914651,76.3570793651,1.04770900963,2,40
7879,2,sqrt,88,176,8,360,352,179.931463384,0.0444613735117,367.725853535,0.978990181244,15.6365020942,0.511623376623,7.82023613051,1.02298701299,359.820236131,1.00049959355,4,180
7879,2,cuberoot,19,38,0,76,76,38.1832719888,0,76.7330879553,0.990446260214,0.713796167026,0,0.356988701282,0,76.3569887013,0.995324740965,0,38
7883,2,sqrt,88,176,8,360,352,179.929468476,0.0444618664621,367.717873906,0.979011425733,15.6285678041,0.511883116883,7.8162669712,1.02350649351,359.816266971,1.00051063013,2,178
7883,2,cuberoot,19,38,0,76,76,38.1831789928,0,76.7327159711,0.990451061691,0.713433971838,0,0.356807511737,0,76.3568075117,0.995327102804,0,38
7901,0,sqrt,88,176,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7901,0,cuberoot,19,38,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7907,0,sqrt,88,176,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7907,0,cuberoot,19,38,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7919,0,sqrt,88,176,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7919,0,cuberoot,19,38,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7927,2,sqrt,89,178,4,360,356,181.996972373,0.0219783875954,371.987889492,0.967773441474,15.8980698877,0.251602869295,7.95104100946,0.503078778645,363.951041009,0.989144031575,0,178
7927,2,cuberoot,19,38,0,76,76,38.1821622304,0,76.7286489214,0.990503561165,0.709473949792,0,0.354826498423,0,76.3548264984,0.9953529264,0,38
7933,2,sqrt,89,178,8,364,356,181.993949326,0.0439575053437,371.975797302,0.978558289652,15.8860456322,0.503586618422,7.94502584794,1.00691931696,363.945025848,1.0001510507,2,180
7933,2,cuberoot,19,38,0,76,76,38.1820244548,0,76.7280978192,0.99051067549,0.708937350309,0,0.354558063296,0,76.3545580633,0.995356425703,0,38
7937,2,sqrt,89,178,8,364,356,181.9919365,0.0439579915125,371.967746,0.978579470706,15.8780395615,0.50384053831,7.94102079395,1.00742715673,363.941020794,1.00016205704,2,180
7937,2,cuberoot,19,38,0,76,76,38.1819327202,0,76.7277308807,0.990515412455,0.708580068036,0,0.354379332073,0,76.3543793321,0.995358755645,0,38
7949,0,sqrt,89,178,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7949,0,cuberoot,19,38,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7951,0,sqrt,89,178,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7951,0,cuberoot,19,38,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7963,0,sqrt,89,178,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7963,0,cuberoot,19,38,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7993,0,sqrt,89,178,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
7993,0,cuberoot,19,38,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8009,2,sqrt,89,178,4,360,356,181.956049444,0.0219833306571,371.824197778,0.96819949361,15.73529779,0.25420554815,7.86961408767,0.508284136355,363.869614088,0.989365382714,2,180
8009,2,cuberoot,20,40,0,80,80,40.1997752528,0,80.7991010114,0.990110025961,0.779123486078,0,0.389659048333,0,80.3896590483,0.995152870992,0,40
8011,4,sqrt,89,178,52,764,712,371.82024716,0.139852523893,775.280988641,0.985449161264,62.9254774685,0.826374341395,47.20589337,1.10155737531,759.20589337,1.00631463306,8,364
8011,4,cuberoot,20,40,4,164,160,80.7989015104,0.0495056235323,163.195606042,1.00492901726,3.11571589065,1.28381410256,2.33737045823,1.71132478632,162.337370458,1.01024181639,0,80
8017,2,sqrt,89,178,4,360,356,181.952101784,0.0219838076108,371.808407135,0.968240612885,15.7195958588,0.254459468038,7.8617592015,0.508791976132,363.861759201,0.989386740695,2,180
8017,2,cuberoot,20,40,0,80,80,40.1995759012,0,80.7983036048,0.990119797456,0.778346014719,0,0.389270118528,0,80.3892701185,0.995157685622,0,40
8039,2,sqrt,89,178,4,360,356,181.94128623,0.0219851144448,371.765144919,0.968353286801,15.6765766886,0.255157747731,7.84023889511,0.510188535517,363.840238895,0.989445260627,2,180
8039,2,cuberoot,20,40,0,80,80,40.1990297301,0,80.7961189203,0.990146569775,0.776215947257,0,0.388204553938,0,80.3882045539,0.995170876672,0,40
8053,2,sqrt,89,178,8,364,356,181.934434372,0.0439718848584,371.737737489,0.979184955659,15.6493232336,0.51120421507,7.82660539063,1.02215451025,363.826605391,1.00047658584,2,180
8053,2,cuberoot,20,40,0,80,80,40.1986837204,0,80.7947348814,0.990163531292,0.774866509375,0,0.387529499441,0,80.3875294994,0.995179233622,0,40
8059,2,sqrt,89,178,12,368,356,181.93150515,0.0659588892542,371.726020598,0.989976433202,15.6376721678,0.767377642354,7.82077696413,1.53437440488,363.820776964,1.01148703785,6,184
8059,2,cuberoot,20,40,0,80,80,40.1985357985,0,80.7941431939,0.990170782651,0.774289614096,0,0.387240908527,0,80.3872409085,0.995182806324,0,40
8069,0,sqrt,89,178,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8069,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8081,0,sqrt,89,178,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8081,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8087,2,sqrt,89,178,8,364,356,181.917892915,0.0439758831406,371.671571658,0.979359272424,15.5835291208,0.51336253412,7.79369202226,1.02647114835,363.793692022,1.00056710158,2,180
8087,2,cuberoot,20,40,0,80,80,40.1978483987,0,80.7913935947,0.99020448145,0.771608754792,0,0.385899814471,0,80.3858998145,0.995199409158,0,40
8089,4,sqrt,89,178,44,756,712,371.667696872,0.118385322077,774.670787489,0.975898423187,62.3187044134,0.706048054339,46.7505873624,0.941164645888,758.750587362,0.99637484648,8,364
8089,4,cuberoot,20,40,0,160,160,80.7911979231,0,163.164791692,0.980603709541,3.08567190011,0,2.31482626437,0,162.314826264,0.985738664066,0,80
8093,4,sqrt,89,178,136,848,712,371.659953046,0.365925892433,774.639812183,1.09470232057,62.2879031262,2.1834095093,46.7274749722,2.91049323938,758.727474972,1.11766085712,62,418
8093,4,cuberoot,20,40,24,184,160,80.7908068701,0.297063501774,163.163227481,1.12770507694,3.08414679353,7.78173076923,2.31368186874,10.3730769231,162.313681869,1.13360745614,12,92
8101,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8101,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8111,2,sqrt,90,180,8,368,360,183.994575268,0.0434795427438,375.978301073,0.978779889558,15.8895327333,0.5034761018,7.94672586016,1.00670391061,367.94672586,1.00014478764,2,182
8111,2,cuberoot,20,40,0,80,80,40.1972629762,0,80.7890519048,0.990233182762,0.7693256072,0,0.384757676656,0,80.3847576767,0.995213549337,0,40
8117,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8117,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8123,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8123,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8147,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8147,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8161,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8161,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8167,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8167,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8171,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8171,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8179,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8179,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8191,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8191,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8209,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8209,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8219,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8219,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8221,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8221,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8231,2,sqrt,90,180,16,376,360,183.936338234,0.0869866180531,375.745352934,1.00067771182,15.6578787511,1.02184978274,7.83084214364,2.04320297952,367.830842144,1.02220900729,8,188
8231,2,cuberoot,20,40,0,80,80,40.1943870733,0,80.777548293,0.990374202864,0.758109585713,0,0.379146919431,0,80.3791469194,0.995283018868,0,40
8233,2,sqrt,90,180,8,368,360,183.935381999,0.0434935351374,375.741527997,0.979396666537,15.6540750638,0.511049037865,7.82893937553,1.02184978274,367.828939376,1.00046505483,2,182
8233,2,cuberoot,20,40,0,80,80,40.1943398518,0,80.7773594073,0.990376518706,0.757925422082,0,0.379054792856,0,80.3790547929,0.995284159613,0,40
8237,4,sqrt,90,180,32,752,720,375.733883696,0.0851666602045,782.935534782,0.96048776252,62.5858929222,0.51129733085,46.9508196721,0.68156424581,766.950819672,0.980506155951,6,366
8237,4,cuberoot,20,40,0,160,160,80.7769819109,0,163.107927644,0.980945575801,3.03022945247,0,2.27322404372,0,162.273224044,0.98599137931,0,80
8243,2,sqrt,90,180,8,368,360,183.930607788,0.0434946640812,375.722431154,0.97944644633,15.635084314,0.511669770329,7.81943938842,1.02309124767,367.819439388,1.0004908947,4,184
8243,2,cuberoot,20,40,0,80,80,40.1941040883,0,80.7764163533,0.990388081221,0.757005944438,0,0.378594830724,0,80.3785948307,0.995289855072,0,40
8263,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8263,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8269,0,sqrt,90,180,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8269,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8273,2,sqrt,90,180,8,368,360,183.916354406,0.0434980348857,375.665417624,0.979595093762,15.5783875257,0.513531967722,7.79107725789,1.02681564246,367.791077258,1.00056804734,2,182
8273,2,cuberoot,20,40,0,80,80,40.1934002176,0,80.7736008703,0.990422602658,0.754260848543,0,0.3772216177,0,80.3772216177,0.995306859206,0,40
8287,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8287,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8291,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8291,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8293,2,sqrt,91,182,8,372,364,185.994211986,0.0430120911537,379.976847944,0.979007015856,15.8890630652,0.503490984154,7.94644795561,1.00673911724,371.946447956,1.00014397784,2,184
8293,2,cuberoot,20,40,0,80,80,40.1929337996,0,80.7717351984,0.990445479517,0.752441818401,0,0.376311663249,0,80.3763116632,0.995318127251,0,40
8297,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8297,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8311,2,sqrt,91,182,8,372,364,185.985561304,0.0430140917601,379.942245217,0.979096177598,15.8546504632,0.504583813976,7.92923336142,1.00892477688,371.929233361,1.00019026909,4,186
8311,2,cuberoot,20,40,0,80,80,40.1925159427,0,80.7700637709,0.99046597545,0.750812176633,0,0.375496449633,0,80.3754964496,0.995328222329,0,40
8317,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8317,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8329,2,sqrt,91,182,16,380,364,185.976948013,0.0860321678087,379.907792052,1.00024271139,15.820386601,1.0113532876,7.91209319083,2.02222087305,371.912093191,1.02174682393,0,182
8329,2,cuberoot,20,40,0,80,80,40.1920998919,0,80.7683995678,0.990486383637,0.749189578581,0,0.374684760418,0,80.3746847604,0.995338273966,0,40
8353,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8353,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8363,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8363,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8369,2,sqrt,91,182,8,372,364,185.957940017,0.043020480864,379.831760067,0.979380976289,15.7447723742,0.508105154514,7.87426795745,1.01596745796,371.874267957,1.00033810364,2,184
8369,2,cuberoot,20,40,0,80,80,40.1911817421,0,80.7647269686,0.990531423837,0.74560879436,0,0.372893510219,0,80.3728935102,0.995360456817,0,40
8377,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8377,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8387,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8387,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8389,2,sqrt,91,182,8,372,364,185.948503993,0.0430226639537,379.794015973,0.979478307594,15.7072356658,0.509319409872,7.85549064028,1.01839596867,371.85549064,1.00038861699,4,186
8389,2,cuberoot,20,40,0,80,80,40.1907259506,0,80.7629038026,0.99055378439,0.743831207534,0,0.372004292357,0,80.3720042924,0.995371469262,0,40
8419,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8419,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8423,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8423,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8429,2,sqrt,91,182,8,372,364,185.929766283,0.0430269997103,379.719065132,0.979671641903,15.6326966425,0.511747920588,7.81820339385,1.0232529901,371.818203394,1.0004889395,4,186
8429,2,cuberoot,20,40,0,80,80,40.1898208566,0,80.7592834263,0.990598190152,0.74030134061,0,0.370238519046,0,80.370238519,0.995393338058,0,40
8431,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8431,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8443,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8443,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8447,0,sqrt,91,182,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8447,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8461,2,sqrt,91,182,8,372,364,185.914903676,0.0430304394206,379.659614703,0.979825047474,15.5735728637,0.51369072916,7.78862749734,1.02713860725,371.788627497,1.00056852869,4,186
8461,2,cuberoot,20,40,0,80,80,40.1891029429,0,80.7564117717,0.990633415291,0.737501477367,0,0.368837924105,0,80.3688379241,0.995410684867,0,40
8467,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8467,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8501,2,sqrt,92,184,4,372,368,187.982590283,0.0212785662436,383.930361134,0.968925715854,15.8437830843,0.252464956047,7.92375573597,0.504811119031,375.923755736,0.98956236291,0,184
8501,2,cuberoot,20,40,0,80,80,40.1882131514,0,80.7528526056,0.990677077264,0.734031290436,0,0.367102012001,0,80.367102012,0.995432185524,0,40
8513,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8513,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8521,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8521,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8527,2,sqrt,92,184,4,372,368,187.970446816,0.0212799409043,383.881787264,0.969048317325,15.7954732028,0.253237110953,7.89958944282,0.506355428843,375.899589443,0.989625981107,0,184
8527,2,cuberoot,20,40,0,80,80,40.1876392635,0,80.7505570541,0.990705239921,0.731793127712,0,0.365982404692,0,80.3659824047,0.995446053246,0,40
8537,4,sqrt,92,184,28,764,736,383.863183788,0.0729426555672,799.452735153,0.955653744626,63.1078833314,0.443684663816,47.3420035149,0.591440959848,783.342003515,0.975308353914,6,374
8537,4,cuberoot,20,40,0,160,160,80.7496778728,0,162.998711491,0.981602851558,2.92374370388,0,2.19332161687,0,162.193321617,0.986477115118,0,80
8539,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8539,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8543,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8543,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8563,2,sqrt,92,184,4,372,368,187.953754525,0.0212818307892,383.815018101,0.969216894744,15.7290669158,0.254306248515,7.86637075108,0.508493703968,375.866370751,0.989713443255,2,186
8563,2,cuberoot,20,40,0,80,80,40.1868504029,0,80.7474016116,0.990743954645,0.728716571295,0,0.364443406144,0,80.3644434061,0.995465116279,0,40
8573,4,sqrt,92,184,56,792,736,383.796570629,0.145910631531,799.186282515,0.991008000673,62.8428788056,0.8911113091,47.1431571579,1.18787122832,783.143157158,1.01130935355,24,392
8573,4,cuberoot,20,40,4,164,160,80.7465298029,0.0495377325783,162.986119211,1.00622065728,2.91146623119,1.37387820513,2.18410920546,1.83141025641,162.184109205,1.0111964779,2,82
8581,2,sqrt,92,184,4,372,368,187.945460902,0.02128276991,383.781843608,0.969300674839,15.6960727188,0.254840817296,7.84986595174,0.50956284153,375.849865952,0.989756904816,2,186
8581,2,cuberoot,20,40,0,80,80,40.1864584547,0,80.7458338189,0.990763191317,0.72718797343,0,0.363678750437,0,80.3636787504,0.995474588071,0,40
8597,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8597,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8599,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8599,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8609,4,sqrt,92,184,48,784,736,383.730514578,0.125087784725,798.922058311,0.981322260218,62.5800906029,0.767017106201,46.945974207,1.02245188881,782.945974207,1.00134623055,20,388
8609,4,cuberoot,20,40,4,164,160,80.7434080613,0.0495396478306,162.973632245,1.00629775345,2.89929143919,1.3796474359,2.17497385849,1.8391025641,162.174973858,1.01125343879,2,82
8623,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8623,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8627,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8627,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8629,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8629,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8641,0,sqrt,92,184,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8641,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8647,4,sqrt,92,184,36,772,736,383.661385452,0.0938327425306,798.645541806,0.966636586055,62.3050769053,0.577802031361,46.7396182765,0.770224518888,782.739618276,0.986279449736,6,374
8647,4,cuberoot,20,40,0,160,160,80.7401410894,0,162.960564358,0.981832633133,2.88655024864,0,2.16541353383,0,162.165413534,0.986646884273,0,80
8663,4,sqrt,93,186,32,776,744,387.974142907,0.0824797234173,807.896571626,0.960518991234,63.5530416715,0.503516419645,47.6757880152,0.671200232491,791.675788015,0.980199232751,2,374
8663,4,cuberoot,20,40,0,160,160,80.7387740967,0,162.955096387,0.981865578601,2.88121897726,0,2.16141323173,0,162.161413232,0.986671223513,0,80
8669,2,sqrt,93,186,4,376,372,189.990771715,0.0210536541532,387.963086861,0.969164368296,15.8772638136,0.251932577739,7.94046382831,0.503748910201,379.940463828,0.989628733437,2,188
8669,2,cuberoot,20,40,0,80,80,40.1845656939,0,80.7382627754,0.99085609784,0.719806206021,0,0.359986154379,0,80.3599861544,0.995520330806,0,40
8677,0,sqrt,93,186,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8677,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8681,2,sqrt,93,186,40,412,372,189.985255155,0.210542654836,387.94102062,1.06201710596,15.8553162078,2.52281313572,7.92948496371,5.04446381866,379.929484964,1.08441175614,20,206
8681,2,cuberoot,20,40,8,88,80,40.1843105633,0.199082674005,80.7372422532,1.08995548453,0.718811196867,11.1294871795,0.359488420325,22.2538461538,80.3594884203,1.09507914659,4,44
8689,0,sqrt,93,186,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8689,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8693,0,sqrt,93,186,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8693,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8699,2,sqrt,93,186,4,376,372,189.977008852,0.0210551793829,387.908035406,0.96930191097,15.8225083343,0.252804417321,7.91307347361,0.505492589364,379.913073474,0.98970008208,2,188
8699,2,cuberoot,20,40,0,80,80,40.1839291873,0,80.7357167491,0.9908873448,0.717323830325,0,0.358744394619,0,80.3587443946,0.995535714286,0,40
8707,0,sqrt,93,186,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8707,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8713,0,sqrt,93,186,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8713,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8719,0,sqrt,93,186,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8719,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8731,2,sqrt,93,186,4,376,372,189.962432711,0.0210567949826,387.849730844,0.969447623908,15.7645172374,0.253734379541,7.88406461221,0.507352513804,379.884064612,0.98977565796,2,188
8731,2,cuberoot,20,40,0,80,80,40.1832550681,0,80.7330202726,0.990920440359,0.714694765777,0,0.357429258793,0,80.3574292588,0.995552007299,0,40
8737,2,sqrt,93,186,4,376,372,189.959711571,0.0210570966175,387.838846286,0.969474831108,15.7536911984,0.253908747457,7.87864911276,0.507701249637,379.878649113,0.98978976807,2,188
8737,2,cuberoot,20,40,0,80,80,40.1831292206,0,80.7325168822,0.990926619031,0.714203960169,0,0.35718374356,0,80.3571837436,0.995555049008,0,40
8741,0,sqrt,93,186,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8741,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8747,0,sqrt,93,186,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8747,0,cuberoot,20,40,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
8753,6,sqrt,93,186,88,1204,1116,593.572260939,0.148254906422,1258.28904376,0.956854870488,141.524048898,0.621802447609,117.963661296,0.745992444057,1233.9636613,0.975717549685,14,572
8753,6,cuberoot,20,40,0,240,240,121.645150234,0,246.580600937,0.973312576448,6.4160859134,0,5.34796023312,0,245.347960233,0.978202548625,0,120
8761,2,sqrt,93,186,4,376,372,189.948864285,0.0210582991115,387.79545714,0.969583302428,15.710535327,0.254606219122,7.85706130837,0.509096192967,379.857061308,0.989846019197,2,188
8761,2,cuberoot,20,40,0,80,80,40.1826275539,0,80.7305102157,0.990951249859,0.712247460336,0,0.356205046238,0,80.3562050462,0.995567174358,0,40
8779,2,sqrt,93,186,8,380,372,189.940767741,0.0421183935136,387.763070965,0.979979860007,15.6783232714,0.510258645743,7.8409479321,1.02028480093,379.840947932,1.00041873334,2,188
8779,2,cuberoot,20,40,0,80,80,40.182253104,0,80.729012416,0.990969635399,0.710787105593,0,0.355474535718,0,80.3554745357,0.995576225045,0,40
8783,2,sqrt,93,186,4,376,372,189.938973016,0.0210593957442,387.755892064,0.969682234868,15.6711829671,0.255245568149,7.83737615306,0.51037489102,379.837376153,0.989897318184,0,186
8783,2,cuberoot,20,40,0,80,80,40.1821701013,0,80.7286804053,0.990973710933,0.710463395195,0,0.355312606765,0,80.3553126068,0.995578231293,0,40
