q,occurrences,plus_occurrences,minus_occurrences,unique_Aq,zq_size,selected_occurrences,selected_digits,min_linear_distance,min_cyclic_distance,min_normalized_distance,heuristic_AZ_over_q,max_K_premark,max_K_selected
7391519,1,1,0,1,2,0,0,1303834,1303834,0.1763959478423853,2.705803773216304e-07,1,0
7403197,2,2,0,2,0,0,0,-1,-1,,0,1,0
7411771,1,0,1,1,0,0,0,-1,-1,,0,1,0
7413101,2,2,0,2,0,0,0,-1,-1,,0,1,0
7423879,2,2,0,2,2,0,0,849854,849854,0.11447573431625165,5.3880188510615545e-07,1,0
7425749,1,1,0,1,2,0,0,80539,80539,0.010845909281339836,2.6933310027042391e-07,1,0
7426613,1,0,1,1,0,0,0,-1,-1,,0,1,0
7427701,1,1,0,1,0,0,0,-1,-1,,0,1,0
7436113,2,2,0,2,4,0,0,383035,383035,0.051510110187943624,1.0758308809992532e-06,1,0
7443889,1,1,0,1,0,0,0,-1,-1,,0,1,0
7445959,1,0,1,1,0,0,0,-1,-1,,0,1,0
7465483,1,1,0,1,0,0,0,-1,-1,,0,1,0
7468157,1,0,1,1,2,0,0,101087,101087,0.013535735791307011,2.6780368971889586e-07,1,0
7474903,2,2,0,2,0,0,0,-1,-1,,0,1,0
7475047,2,2,0,2,0,0,0,-1,-1,,0,1,0
7475581,1,1,0,1,0,0,0,-1,-1,,0,1,0
7482679,2,2,0,2,2,0,0,983169,983169,0.13139264693834921,5.3456790007963725e-07,1,0
7488017,1,1,0,1,2,0,0,1815286,1815286,0.24242546457893993,2.6709341071207506e-07,1,0
7501609,1,0,1,1,0,0,0,-1,-1,,0,1,0
7526443,2,2,0,2,0,0,0,-1,-1,,0,1,0
7528021,2,2,0,2,4,0,0,510915,510915,0.067868434479659401,1.0626962916283045e-06,1,0
7533377,1,0,1,1,0,0,0,-1,-1,,0,1,0
7546673,1,0,1,1,0,0,0,-1,-1,,0,1,0
7549799,1,1,0,1,4,0,0,478180,478180,0.063336785522369529,5.2981542952335556e-07,1,0
7555469,1,1,0,1,0,0,0,-1,-1,,0,1,0
7556083,2,2,0,2,0,0,0,-1,-1,,0,1,0
7560193,1,0,1,1,0,0,0,-1,-1,,0,1,0
7569481,2,2,0,2,2,0,0,1694782,1694782,0.22389672422719603,5.284378149571945e-07,1,0
7570637,2,2,0,2,2,0,0,1515711,1515711,0.20020917658580117,5.2835712503452485e-07,1,0
7580569,1,0,1,1,0,0,0,-1,-1,,0,1,0
7587751,1,1,0,1,0,0,0,-1,-1,,0,1,0
7596047,1,0,1,1,0,0,0,-1,-1,,0,1,0
7613651,2,2,0,2,0,0,0,-1,-1,,0,1,0
7614967,1,1,0,1,0,0,0,-1,-1,,0,1,0
7624349,1,0,1,1,0,0,0,-1,-1,,0,1,0
7624769,1,1,0,1,2,0,0,620378,620378,0.081363514094656503,2.6230302845896055e-07,1,0
7637351,1,0,1,1,0,0,0,-1,-1,,0,1,0
7640443,2,2,0,2,2,0,0,1413562,1413562,0.18501047648676916,5.2352985291559669e-07,1,0
7643737,1,0,1,1,0,0,0,-1,-1,,0,1,0
7648913,2,2,0,2,0,0,0,-1,-1,,0,1,0
7660417,1,1,0,1,2,0,0,215544,215544,0.0281373716339463,2.6108239277313493e-07,1,0
7669553,1,0,1,1,4,0,0,1488210,1488210,0.19404129549662152,5.2154278091565444e-07,1,0
7680341,1,0,1,1,0,0,0,-1,-1,,0,1,0
7683593,2,2,0,2,2,0,0,201440,201440,0.026216901389753466,5.20589781369211e-07,1,0
7691329,1,1,0,1,0,0,0,-1,-1,,0,1,0
7700249,1,1,0,1,0,0,0,-1,-1,,0,1,0
7706177,2,2,0,2,2,0,0,2900890,2900890,0.37643698036004103,5.1906412219703756e-07,1,0
7712603,1,1,0,1,2,0,0,2484193,2484193,0.32209527704200513,2.5931582372384525e-07,1,0
7717063,2,2,0,2,4,0,0,17318,17318,0.0022441180018875056,1.0366638188647677e-06,1,0
7720633,1,1,0,1,0,0,0,-1,-1,,0,1,0
7722707,2,2,0,2,0,0,0,-1,-1,,0,1,0
7725521,1,1,0,1,0,0,0,-1,-1,,0,1,0
7743097,2,2,0,2,4,0,0,129310,129310,0.016700036174156156,1.033178326449998e-06,1,0
7748773,1,0,1,1,0,0,0,-1,-1,,0,1,0
7750987,1,1,0,1,2,0,0,616979,616979,0.079600056096081701,2.5803165454928515e-07,1,0
7761181,1,1,0,1,2,0,0,3289138,3289138,0.42379349225330526,2.5769274031877366e-07,1,0
7779461,1,1,0,1,4,0,0,243297,243297,0.031274274657331659,5.1417443959163749e-07,1,0
7783231,1,0,1,1,2,0,0,290029,290029,0.037263316481291636,2.5696269325682353e-07,1,0
7794019,1,0,1,1,2,0,0,384719,384719,0.049360798324972005,2.5660702135830051e-07,1,0
7794833,1,1,0,1,0,0,0,-1,-1,,0,1,0
7802621,2,2,0,2,0,0,0,-1,-1,,0,1,0
7813777,1,1,0,1,2,0,0,2020422,2020422,0.25857175089588558,2.5595816210265534e-07,1,0
7817279,1,0,1,1,0,0,0,-1,-1,,0,1,0
7825369,1,1,0,1,0,0,0,-1,-1,,0,1,0
7825373,1,0,1,1,0,0,0,-1,-1,,0,1,0
7830481,1,1,0,1,0,0,0,-1,-1,,0,1,0
7838387,2,2,0,2,0,0,0,-1,-1,,0,1,0
7847327,1,1,0,1,2,0,0,2708443,2708443,0.34514211017331126,2.5486385364086396e-07,1,0
7859581,2,2,0,2,2,0,0,1196467,1196467,0.1522303797110813,5.0893298255975729e-07,1,0
7862047,1,0,1,1,2,0,0,1836123,1836123,0.23354261301159862,2.5438667563294902e-07,1,0
7880737,1,0,1,1,2,0,0,114510,114510,0.014530366893350204,2.537833707684954e-07,1,0
7891069,1,0,1,1,2,0,0,80445,80445,0.010194436267126799,2.5345108501775868e-07,1,0
7898747,1,1,0,1,0,0,0,-1,-1,,0,1,0
7904753,1,1,0,1,2,0,0,1803817,1803817,0.22819397392935617,2.530123332126886e-07,1,0
7906291,1,1,0,1,0,0,0,-1,-1,,0,1,0
7917521,1,1,0,1,0,0,0,-1,-1,,0,1,0
7923499,1,0,1,1,0,0,0,-1,-1,,0,1,0
7924243,1,0,1,1,0,0,0,-1,-1,,0,1,0
7932289,2,2,0,2,0,0,0,-1,-1,,0,1,0
7933313,2,2,0,2,0,0,0,-1,-1,,0,1,0
7934959,2,2,0,2,0,0,0,-1,-1,,0,1,0
7939727,1,0,1,1,0,0,0,-1,-1,,0,1,0
7945489,1,1,0,1,0,0,0,-1,-1,,0,1,0
7950881,1,0,1,1,0,0,0,-1,-1,,0,1,0
7964569,2,2,0,2,2,0,0,1111616,1111616,0.13957013869802623,5.0222428859615634e-07,1,0
7970357,2,2,0,2,4,0,0,67159,67159,0.008426096848610419,1.0037191558671713e-06,1,0
7973149,1,1,0,1,2,0,0,585025,585025,0.073374396991703034,2.5084191954772201e-07,1,0
7980061,2,2,0,2,4,0,0,73926,73926,0.0092638389606294995,1.0024986024542921e-06,1,0
7981837,1,1,0,1,0,0,0,-1,-1,,0,1,0
8013463,2,2,0,2,0,0,0,-1,-1,,0,1,0
8023429,1,0,1,1,0,0,0,-1,-1,,0,1,0
8024869,2,2,0,2,0,0,0,-1,-1,,0,1,0
8035007,1,1,0,1,0,0,0,-1,-1,,0,1,0
8039791,1,0,1,1,6,0,0,120475,120475,0.014984842267665914,7.462880564930108e-07,1,0
8051437,2,2,0,2,0,0,0,-1,-1,,0,1,0
8052601,2,2,0,2,2,0,0,556360,556360,0.069090719880446086,4.9673391243400733e-07,1,0
8053103,1,0,1,1,0,0,0,-1,-1,,0,1,0
8054369,2,2,0,2,0,0,0,-1,-1,,0,1,0
8056201,2,2,0,2,4,0,0,689458,689458,0.085581032548716199,9.9302388309328436e-07,1,0
8057701,1,0,1,1,2,0,0,1580292,1580292,0.19612194594959531,2.4820975610785258e-07,1,0
8060683,1,0,1,1,0,0,0,-1,-1,,0,1,0
8061019,2,2,0,2,2,0,0,1145681,1145681,0.14212607612015304,4.9621518073583501e-07,1,0
8061107,1,0,1,1,2,0,0,275625,275625,0.034191954033112329,2.4810488187292391e-07,1,0
8065171,1,1,0,1,0,0,0,-1,-1,,0,1,0
8096041,1,0,1,1,0,0,0,-1,-1,,0,1,0
8109191,1,1,0,1,0,0,0,-1,-1,,0,1,0
8130757,2,2,0,2,0,0,0,-1,-1,,0,1,0
8141213,2,2,0,2,0,0,0,-1,-1,,0,1,0
8147813,1,0,1,1,4,0,0,533017,533017,0.065418413505562781,4.9092928372312914e-07,1,0
8149027,1,0,1,1,0,0,0,-1,-1,,0,1,0
8166217,2,2,0,2,0,0,0,-1,-1,,0,1,0
8170243,1,0,1,1,6,0,0,1675817,1675817,0.20511225920697829,7.3437228244006945e-07,1,0
8170847,1,0,1,1,0,0,0,-1,-1,,0,1,0
8173547,2,2,0,2,2,0,0,1168697,1168697,0.14298529145302522,4.8938361766317608e-07,1,0
8187691,2,2,0,2,0,0,0,-1,-1,,0,1,0
8195647,2,2,0,2,0,0,0,-1,-1,,0,1,0
8210087,1,1,0,1,0,0,0,-1,-1,,0,1,0
8221249,1,0,1,1,0,0,0,-1,-1,,0,1,0
8239547,2,2,0,2,0,0,0,-1,-1,,0,1,0
8240863,1,0,1,1,0,0,0,-1,-1,,0,1,0
8252303,1,0,1,1,0,0,0,-1,-1,,0,1,0
8253991,1,0,1,1,2,0,0,3787956,3787956,0.45892417377242112,2.4230702456544961e-07,1,0
8265617,1,0,1,1,2,0,0,3239879,3239879,0.3919706175594635,2.419662077253277e-07,1,0
8273051,1,0,1,1,0,0,0,-1,-1,,0,1,0
8283817,2,2,0,2,0,0,0,-1,-1,,0,1,0
8284663,1,1,0,1,0,0,0,-1,-1,,0,1,0
8285257,1,1,0,1,0,0,0,-1,-1,,0,1,0
8301703,1,1,0,1,2,0,0,1130267,1130267,0.1361488118763102,2.4091442442592804e-07,1,0
8302759,1,1,0,1,2,0,0,1066004,1066004,0.12839153828263594,2.4088378333033632e-07,1,0
8305307,2,2,0,2,0,0,0,-1,-1,,0,1,0
8319127,1,1,0,1,0,0,0,-1,-1,,0,1,0
8323291,2,2,0,2,2,0,0,1752691,1752691,0.21057668174764044,4.8057913630557912e-07,1,0
8327503,1,1,0,1,0,0,0,-1,-1,,0,1,0
8335427,1,0,1,1,0,0,0,-1,-1,,0,1,0
8335597,1,1,0,1,2,0,0,3631097,3631097,0.43561331000047149,2.3993482410438027e-07,1,0
8338877,1,1,0,1,0,0,0,-1,-1,,0,1,0
8372029,1,0,1,1,0,0,0,-1,-1,,0,1,0
8415383,2,2,0,2,2,0,0,759523,759523,0.090254121529584577,4.7532001811444591e-07,1,0
8422913,2,2,0,2,0,0,0,-1,-1,,0,1,0
8423893,1,1,0,1,2,0,0,2636262,2636262,0.31295055623332346,2.3741991974494453e-07,1,0
8430041,1,1,0,1,0,0,0,-1,-1,,0,1,0
8439199,1,1,0,1,0,0,0,-1,-1,,0,1,0
8459371,1,0,1,1,2,0,0,2814150,2814150,0.33266657769236035,2.3642419749648053e-07,1,0
8462161,1,0,1,1,0,0,0,-1,-1,,0,1,0
8467253,1,1,0,1,2,0,0,506252,506252,0.059789402773248894,2.3620411484102341e-07,1,0
8467777,1,0,1,1,0,0,0,-1,-1,,0,1,0
8468753,2,2,0,2,2,0,0,3053165,3053165,0.36052120070097687,4.7232455592930858e-07,1,0
8472047,1,0,1,1,2,0,0,1372458,1372458,0.16199839306840483,2.3607045617192634e-07,1,0
8483317,2,2,0,2,2,0,0,1438210,1438210,0.16953392169595927,4.7151367796346643e-07,1,0
8483381,1,1,0,1,2,0,0,653787,653787,0.077066796834894008,2.3575506039396322e-07,1,0
8490901,1,0,1,1,0,0,0,-1,-1,,0,1,0
8492797,2,2,0,2,2,0,0,244588,244588,0.028799463827994476,4.7098735552021317e-07,1,0
8501767,2,2,0,2,0,0,0,-1,-1,,0,1,0
8510317,1,0,1,1,2,0,0,2859025,2859025,0.33594812038141469,2.3500887217244669e-07,1,0
8512201,1,1,0,1,0,0,0,-1,-1,,0,1,0
8514697,2,2,0,2,2,0,0,738737,738737,0.086760221767139808,4.6977596501672344e-07,1,0
8522149,1,0,1,1,2,0,0,3562077,3562077,0.41797872813535647,2.3468259003685573e-07,1,0
8530261,1,0,1,1,0,0,0,-1,-1,,0,1,0
8537083,2,2,0,2,0,0,0,-1,-1,,0,1,0
8540689,1,1,0,1,0,0,0,-1,-1,,0,1,0
8544709,2,2,0,2,0,0,0,-1,-1,,0,1,0
8552909,1,0,1,1,2,0,0,1534805,1534805,0.17944830232614423,2.3383856884248388e-07,1,0
8552953,2,2,0,2,0,0,0,-1,-1,,0,1,0
8554283,1,0,1,1,0,0,0,-1,-1,,0,1,0
8563397,1,1,0,1,2,0,0,308456,308456,0.036020284940660813,2.3355217561442031e-07,1,0
8567243,1,1,0,1,2,0,0,350243,350243,0.040881646522691141,2.3344732955514393e-07,1,0
8568073,2,2,0,2,0,0,0,-1,-1,,0,1,0
8571671,1,1,0,1,0,0,0,-1,-1,,0,1,0
8582857,2,2,0,2,0,0,0,-1,-1,,0,1,0
8584339,2,2,0,2,0,0,0,-1,-1,,0,1,0
8598523,1,1,0,1,2,0,0,65427,65427,0.0076090975159338412,2.3259808690399504e-07,1,0
8606779,1,1,0,1,2,0,0,298245,298245,0.034652336257268837,2.3237496861485579e-07,1,0
8617327,1,1,0,1,0,0,0,-1,-1,,0,1,0
8620121,1,0,1,1,0,0,0,-1,-1,,0,1,0
8622209,1,0,1,1,0,0,0,-1,-1,,0,1,0
8628293,2,2,0,2,2,0,0,1020202,1020202,0.11823914649166412,4.635911181968438e-07,1,0
8630417,2,2,0,2,0,0,0,-1,-1,,0,1,0
8633633,2,2,0,2,0,0,0,-1,-1,,0,1,0
8650517,2,2,0,2,4,0,0,304937,304937,0.035250725476870345,9.2480021714309093e-07,1,0
8650709,1,1,0,1,0,0,0,-1,-1,,0,1,0
8653157,1,1,0,1,0,0,0,-1,-1,,0,1,0
8665471,1,1,0,1,2,0,0,542896,542896,0.062650489511764565,2.3080107244026319e-07,1,0
8668367,2,2,0,2,0,0,0,-1,-1,,0,1,0
8674537,1,0,1,1,4,0,0,145505,145505,0.016773805910332736,4.6111971163417711e-07,1,0
8678507,1,0,1,1,0,0,0,-1,-1,,0,1,0
8694857,1,1,0,1,0,0,0,-1,-1,,0,1,0
8699501,1,0,1,1,0,0,0,-1,-1,,0,1,0
8704837,1,1,0,1,2,0,0,83403,83403,0.0095812247834163918,2.2975731768440926e-07,1,0
8709941,2,2,0,2,2,0,0,277298,277298,0.031836955037927349,4.5924536113390436e-07,1,0
8720027,1,1,0,1,0,0,0,-1,-1,,0,1,0
8722643,1,0,1,1,4,0,0,1246713,1246713,0.14292835325256348,4.5857660344462107e-07,1,0
8729243,1,1,0,1,4,0,0,140981,140981,0.016150426789585306,4.5822988316398113e-07,1,0
8743103,1,0,1,1,2,0,0,657010,657010,0.075146089437582969,2.2875173722647441e-07,1,0
8751089,1,0,1,1,4,0,0,1248213,1248213,0.14263516232094087,4.5708596952904949e-07,1,0
8755501,1,0,1,1,0,0,0,-1,-1,,0,1,0
8769473,2,2,0,2,0,0,0,-1,-1,,0,1,0
8772209,1,1,0,1,2,0,0,3730844,3730844,0.42530268031689622,2.2799274390293253e-07,1,0
8780171,1,1,0,1,2,0,0,3338292,3338292,0.38020808478559243,2.277859964230765e-07,1,0
8786021,1,0,1,1,0,0,0,-1,-1,,0,1,0
8794921,1,0,1,1,0,0,0,-1,-1,,0,1,0
8811637,2,2,0,2,0,0,0,-1,-1,,0,1,0
8813983,2,2,0,2,2,0,0,223362,223362,0.025341777945339809,4.5382433798658335e-07,1,0
8818933,2,2,0,2,0,0,0,-1,-1,,0,1,0
8821139,2,2,0,2,0,0,0,-1,-1,,0,1,0
8833571,1,1,0,1,0,0,0,-1,-1,,0,1,0
8839183,1,0,1,1,0,0,0,-1,-1,,0,1,0
8862079,1,0,1,1,4,0,0,710243,710243,0.080144061004195521,4.5136135662974796e-07,1,0
8871019,1,1,0,1,4,0,0,964351,964351,0.10870803004705547,4.5090648548943476e-07,1,0
8872693,1,1,0,1,0,0,0,-1,-1,,0,1,0
8877679,1,0,1,1,0,0,0,-1,-1,,0,1,0
8891879,1,1,0,1,2,0,0,1557725,1557725,0.17518513241127101,2.2492433826416217e-07,1,0
8895851,2,2,0,2,2,0,0,823658,823658,0.092589005818555184,4.4964781896639231e-07,1,0
8896093,1,0,1,1,2,0,0,2537200,2537200,0.28520385297231043,2.2481779360894722e-07,1,0
8899469,2,2,0,2,2,0,0,1618242,1618242,0.18183579267482139,4.4946501864324714e-07,1,0
8913391,1,1,0,1,2,0,0,49136,49136,0.0055126045743982286,2.2438149521321346e-07,1,0
8921911,2,2,0,2,2,0,0,1608965,1608965,0.18033860682985967,4.4833444314788614e-07,1,0
8922917,1,0,1,1,0,0,0,-1,-1,,0,1,0
8929517,1,1,0,1,0,0,0,-1,-1,,0,1,0
8934287,1,1,0,1,0,0,0,-1,-1,,0,1,0
8947067,2,2,0,2,0,0,0,-1,-1,,0,1,0
8949167,1,1,0,1,0,0,0,-1,-1,,0,1,0
8949637,1,1,0,1,0,0,0,-1,-1,,0,1,0
8964079,1,1,0,1,0,0,0,-1,-1,,0,1,0
8969789,1,0,1,1,2,0,0,3090582,3090582,0.34455459320169068,2.2297068526361099e-07,1,0
8979011,1,1,0,1,2,0,0,1063074,1063074,0.11839544466534233,2.2274168057038799e-07,1,0
8979767,1,0,1,1,0,0,0,-1,-1,,0,1,0
8991599,1,1,0,1,0,0,0,-1,-1,,0,1,0
9004843,1,1,0,1,0,0,0,-1,-1,,0,1,0
9012583,1,1,0,1,0,0,0,-1,-1,,0,1,0
9041899,2,2,0,2,0,0,0,-1,-1,,0,1,0
9044951,2,2,0,2,2,0,0,3544598,3544598,0.39188692122267993,4.4223567380298686e-07,1,0
9052609,1,1,0,1,0,0,0,-1,-1,,0,1,0
9057079,1,0,1,1,0,0,0,-1,-1,,0,1,0
9069839,2,2,0,2,0,0,0,-1,-1,,0,1,0
9073663,1,1,0,1,2,0,0,697808,697808,0.076904773739117263,2.2041814865727326e-07,1,0
9074053,1,1,0,1,2,0,0,1295328,1295328,0.14275076418442784,2.2040867515320882e-07,1,0
9076799,1,1,0,1,0,0,0,-1,-1,,0,1,0
9098459,2,2,0,2,6,0,0,343769,343769,0.037783211420747184,1.318904662866536e-06,1,0
9136499,1,1,0,1,2,0,0,1180702,1180702,0.12922915002781701,2.1890222939881021e-07,1,0
9140393,1,0,1,1,0,0,0,-1,-1,,0,1,0
9142633,1,1,0,1,4,0,0,646903,646903,0.070756750270955862,4.3751072584888841e-07,1,0
9152123,2,2,0,2,0,0,0,-1,-1,,0,1,0
9159859,1,0,1,1,0,0,0,-1,-1,,0,1,0
9168689,2,2,0,2,0,0,0,-1,-1,,0,1,0
9171677,2,2,0,2,2,0,0,1602385,1602385,0.17471014297603371,4.3612525822703959e-07,1,0
9199559,1,0,1,1,6,0,0,912682,912682,0.099209320794616349,6.5220517635682323e-07,1,0
9244133,1,1,0,1,2,0,0,347079,347079,0.037545868282076858,2.1635344277283765e-07,1,0
9251941,2,2,0,2,0,0,0,-1,-1,,0,1,0
9265387,2,2,0,2,0,0,0,-1,-1,,0,1,0
9275839,2,2,0,2,0,0,0,-1,-1,,0,1,0
9292279,2,2,0,2,0,0,0,-1,-1,,0,1,0
9295393,1,1,0,1,2,0,0,2970200,2970200,0.31953463398481374,2.15160348787835e-07,1,0
9313487,1,0,1,1,0,0,0,-1,-1,,0,1,0
9327337,1,1,0,1,0,0,0,-1,-1,,0,1,0
9332339,1,0,1,1,2,0,0,1371254,1371254,0.14693572533102367,2.1430854579971859e-07,1,0
9335587,1,0,1,1,0,0,0,-1,-1,,0,1,0
9338071,2,2,0,2,2,0,0,328085,328085,0.035134129950393396,4.2835399302489777e-07,1,0
9343127,1,1,0,1,2,0,0,1649871,1649871,0.17658659675716706,2.1406109539129672e-07,1,0
9348737,1,1,0,1,0,0,0,-1,-1,,0,1,0
9356491,1,1,0,1,4,0,0,298776,298776,0.031932484090456563,4.2751069818802796e-07,1,0
9365299,1,1,0,1,4,0,0,221366,221366,0.023636832096871653,4.2710862728461738e-07,1,0
9383707,2,2,0,2,0,0,0,-1,-1,,0,1,0
9389323,1,1,0,1,0,0,0,-1,-1,,0,1,0
9395699,1,1,0,1,0,0,0,-1,-1,,0,1,0
9397127,1,1,0,1,0,0,0,-1,-1,,0,1,0
9400103,2,2,0,2,2,0,0,2061844,2061844,0.21934270294697836,4.2552725220138543e-07,1,0
9404881,1,1,0,1,2,0,0,867862,867862,0.09227782892734103,2.1265553492915009e-07,1,0
9412021,1,0,1,1,4,0,0,483551,483551,0.051375894720166904,4.2498842703389631e-07,1,0
9415223,1,1,0,1,4,0,0,13481,13481,0.0014318301329665798,4.2484389376650984e-07,1,0
9443849,1,1,0,1,0,0,0,-1,-1,,0,1,0
9443909,1,0,1,1,2,0,0,279939,279939,0.029642280542940429,2.117767123761993e-07,1,0
9462077,1,0,1,1,2,0,0,3209535,3209535,0.33919983952783306,2.1137008291097186e-07,1,0
9462689,1,1,0,1,2,0,0,3833245,3833245,0.40509045578904684,2.1135641253770466e-07,1,0
9464647,1,0,1,1,2,0,0,3846624,3846624,0.40642022887911194,2.1131268815413823e-07,1,0
9464783,1,1,0,1,0,0,0,-1,-1,,0,1,0
9473041,1,1,0,1,0,0,0,-1,-1,,0,1,0
9481883,2,2,0,2,0,0,0,-1,-1,,0,1,0
9484261,1,1,0,1,0,0,0,-1,-1,,0,1,0
9495223,2,2,0,2,0,0,0,-1,-1,,0,1,0
9496651,1,1,0,1,0,0,0,-1,-1,,0,1,0
9502837,1,0,1,1,0,0,0,-1,-1,,0,1,0
9508129,2,2,0,2,0,0,0,-1,-1,,0,1,0
9514607,1,0,1,1,2,0,0,3555577,3555577,0.37369667501768594,2.1020311190992964e-07,1,0
9523873,1,0,1,1,0,0,0,-1,-1,,0,1,0
9536321,1,0,1,1,2,0,0,4048245,4048245,0.42450804665656705,2.0972448389688225e-07,1,0
9538181,1,0,1,1,0,0,0,-1,-1,,0,1,0
9541771,1,0,1,1,4,0,0,138355,138355,0.014499928786804882,4.1920938995496746e-07,1,0
9545413,1,0,1,1,2,0,0,3256078,3256078,0.34111441799322878,2.0952472145521624e-07,1,0
9552187,2,2,0,2,0,0,0,-1,-1,,0,1,0
9561551,1,1,0,1,4,0,0,1072320,1072320,0.11214916910446851,4.183421706373788e-07,1,0
9570713,1,0,1,1,2,0,0,469310,469310,0.049036054053653057,2.0897084679062052e-07,1,0
9581311,1,0,1,1,2,0,0,2821353,2821353,0.29446419180005745,2.087397016963545e-07,1,0
9588511,2,2,0,2,0,0,0,-1,-1,,0,1,0
9599323,2,2,0,2,0,0,0,-1,-1,,0,1,0
9604477,2,2,0,2,0,0,0,-1,-1,,0,1,0
9618137,1,0,1,1,0,0,0,-1,-1,,0,1,0
9626087,2,2,0,2,2,0,0,2485926,2485926,0.25824886062218222,4.1553748683135735e-07,1,0
9627551,2,2,0,2,4,0,0,2257432,2257432,0.2344762442702199,8.3094859741589525e-07,1,0
9668591,1,0,1,1,0,0,0,-1,-1,,0,1,0
9677929,1,1,0,1,0,0,0,-1,-1,,0,1,0
9678367,2,2,0,2,0,0,0,-1,-1,,0,1,0
9679807,1,1,0,1,0,0,0,-1,-1,,0,1,0
9687661,1,1,0,1,2,0,0,2835236,2835236,0.29266465868283376,2.0644818186763553e-07,1,0
9687823,2,2,0,2,2,0,0,824562,824562,0.085113239579211963,4.1288945927273856e-07,1,0
9700487,1,1,0,1,2,0,0,337050,337050,0.034745678232443379,2.0617521573916856e-07,1,0
9710513,1,1,0,1,4,0,0,10263,10263,0.0010568957582364597,4.1192468410268337e-07,1,0
9717223,2,2,0,2,0,0,0,-1,-1,,0,1,0
9719761,2,2,0,2,2,0,0,423534,423534,0.043574528221424373,4.1153275270863143e-07,1,0
9721561,1,0,1,1,2,0,0,2522232,2522232,0.25944722251909957,2.0572827758834204e-07,1,0
9726137,1,1,0,1,2,0,0,4133443,4133443,0.42498301226889978,2.0563148555279449e-07,1,0
9729173,1,0,1,1,2,0,0,852091,852091,0.087581030782369687,2.0556731800328765e-07,1,0
9737683,1,0,1,1,2,0,0,2054705,2054705,0.21100553386262419,2.0538766768234292e-07,1,0
9740611,1,1,0,1,0,0,0,-1,-1,,0,1,0
9742111,1,0,1,1,0,0,0,-1,-1,,0,1,0
9748381,1,0,1,1,0,0,0,-1,-1,,0,1,0
9749819,1,1,0,1,2,0,0,4280416,4280416,0.43902517574941646,2.0513201321993772e-07,1,0
9756667,2,2,0,2,0,0,0,-1,-1,,0,1,0
9758687,1,1,0,1,0,0,0,-1,-1,,0,1,0
9780499,2,2,0,2,2,0,0,536283,536283,0.054831864918139656,4.0897708797884442e-07,1,0
9782561,2,2,0,2,0,0,0,-1,-1,,0,1,0
9789271,2,2,0,2,0,0,0,-1,-1,,0,1,0
9789293,1,1,0,1,6,0,0,1811761,1811761,0.18507577615666423,6.1291453836349572e-07,1,0
9810953,1,0,1,1,0,0,0,-1,-1,,0,1,0
9830329,2,2,0,2,2,0,0,1553276,1553276,0.15800854681465901,4.069039805280169e-07,1,0
9838397,1,0,1,1,2,0,0,1870008,1870008,0.19007242744930908,2.0328514899327604e-07,1,0
9843371,1,1,0,1,4,0,0,853279,853279,0.086685648646180252,4.0636485204103352e-07,1,0
9846413,1,0,1,1,2,0,0,3669314,3669314,0.37265489473171598,2.0311965382723638e-07,1,0
9853633,1,0,1,1,0,0,0,-1,-1,,0,1,0
9855943,1,1,0,1,0,0,0,-1,-1,,0,1,0
9888187,1,1,0,1,0,0,0,-1,-1,,0,1,0
9888469,1,0,1,1,0,0,0,-1,-1,,0,1,0
9889307,1,0,1,1,2,0,0,1838038,1838038,0.18586115285934596,2.0223864017974162e-07,1,0
9890663,2,2,0,2,0,0,0,-1,-1,,0,1,0
9907349,2,2,0,2,2,0,0,359577,359577,0.036293967235836749,4.037406979404884e-07,1,0
9911857,2,2,0,2,0,0,0,-1,-1,,0,1,0
9915911,1,0,1,1,2,0,0,2008259,2008259,0.20252894565108542,2.016960418462812e-07,1,0
9920111,2,2,0,2,2,0,0,626874,626874,0.063192236457838016,4.032212946004334e-07,1,0
9924493,1,1,0,1,0,0,0,-1,-1,,0,1,0
9931379,3,2,1,3,2,0,0,1466625,1466625,0.14767586656394846,6.0414570826468304e-07,1,0
9932521,1,0,1,1,0,0,0,-1,-1,,0,1,0
9941089,2,2,0,2,8,0,0,522707,522707,0.052580456728634054,1.6094816171548208e-06,1,0
9950201,1,1,0,1,0,0,0,-1,-1,,0,1,0
9956503,2,2,0,2,0,0,0,-1,-1,,0,1,0
9998033,1,1,0,1,0,0,0,-1,-1,,0,1,0
