X,set_label,p,q,r,M,rank,k,conjugate_k,a_mod_p,b_mod_q,c_mod_r,pair_contribution,abs_pair_contribution,hp_80_140_delta,cumulative_signed,cumulative_over_C,unseen_single_mode_bound,ranking_inclusion_margin,ranking_certified_tolerance
256,random_0,271,293,379,30093737,7,82,30093655,3,30,336,0.0832645171397993721100511849614091089509397821,0.0832645171397993766326806053257314488291740417,1.803705e-79,0.962243680672375867324319642648333683609962463,0.5623299321368306902257928,0.063595731789598806,0.0009576878252359616317,1
256,random_0,271,293,379,30093737,8,68,30093669,214,275,103,-0.0680595767398468735643000954326693990550391381,0.0680595767398468748377027282003837171941995621,1.2458873e-79,0.894184103932529006364404722262406721711158752,0.522556288580515837516316,0.063595731789598806,0.0009576878252359616317,1
256,random_0,271,293,379,30093737,9,103,30093634,93,102,117,0.0666787297183420936351256722953594764116956597,0.06667872971834210016339739013346843421459198,8.844675e-80,0.960862833650871106527802112395875155925750732,0.5615229727070201182215214,0.063595731789598806,0.0009576878252359616317,1
256,random_0,271,293,379,30093737,10,2,30093735,86,258,304,0.0662234474730369163420500869503286530419853244,0.066223447473036919919131548795121489092707634,1.661747e-81,1.02708628112390809583587270026328042149543762,0.6002235923851442223053709,0.063595731789598806,0.0009576878252359616317,1
256,random_0,271,293,379,30093737,11,18,30093719,232,271,83,-0.0659937651488060194884714517591395733193019016,0.0659937651488060189608475525346875656396150589,3.0630427e-80,0.96109251597510203524166172428522258996963501,0.5616571977982232066750612,0.063595731789598806,0.0009576878252359616317,1
256,random_0,271,293,379,30093737,12,39,30093698,51,50,243,0.0645534196148347643759111629295540769021921561,0.0645534196148347672039591316206497140228748322,8.5612948e-80,1.02564593558993677469004524027695879340171814,0.5993818623508084808548801,0.063595731789598806,0.0009576878252359616317,1
256,random_1,331,419,433,60052337,1,30,60052307,179,85,111,0.0172040435434247724006850767636236330633300524,0.0172040435434247726553813606642506783828139305,1.0549307e-81,0.0172040435434247726553813606642506783828139305,0.01743811697905834484645382,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,2,60,60052277,27,170,222,0.0164496560046412054962843539006780212303632893,0.0164496560046412040878571758639736799523234367,4.271794e-81,0.0336536995480659767432385365282243583351373672,0.03411158243211660084925896,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,3,58,60052279,324,304,128,0.0161425231132526321231741723894529301913041715,0.0161425231132526318666986497873949701897799969,1.0106012e-80,0.0497962226613186120793841382692335173487663269,0.05047373622901497186576947,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,4,28,60052309,145,219,17,0.0159112532454473655780675176879474345380981375,0.0159112532454473640242120779930701246485114098,8.4376365e-81,0.0657074759067659830424901201695320196449756622,0.06660147356455412004372363,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,5,88,60052249,172,389,239,0.0158830269678478636099388453161266048651400457,0.0158830269678478623596173946452836389653384686,9.6807061e-81,0.0815905028746138488715544667684298474341630936,0.08270060058360452492909332,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,6,90,60052247,206,255,333,0.0152463351040370527102604066938654051638114702,0.0152463351040370530264933535136151476763188839,1.3753778e-80,0.0968368379786509053674947722356591839343309402,0.09815437308627492085655319,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,7,2,60052335,34,285,94,0.0152002750711709953635450507394293169148448841,0.0152002750711709953834738229261347441934049129,9.8999065e-82,0.112037113049821904220415547115408116951584816,0.1135614588760716775484028,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,8,118,60052219,20,55,350,0.0151535479694858354391043656486906354555805063,0.0151535479694858352117670108327729394659399986,1.5011324e-80,0.127190661019307732493288654040952678769826889,0.1289211818082226790327383,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,9,32,60052305,213,370,205,0.0140516818368170306882209918771663239289284759,0.0140516818368170304937025960612118069548159838,5.1414392e-82,0.141242342856124775130055581939814146608114243,0.1431640469233005363847155,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,10,148,60052189,199,140,28,0.0140050040776233667532885592421757630010561622,0.0140050040776233675199335948491352610290050507,5.4921642e-81,0.155247346933748142649989176788949407637119293,0.1573595991945643535192545,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,11,120,60052217,54,340,11,0.0136706145895568742438710845872356185979822487,0.0136706145895568748765969147029863961506634951,1.5816608e-80,0.168917961523305015791862615515128709375858307,0.1712162123673102998022699,0.011342891268171449,0.0013418250037609685821,1
256,random_1,331,419,433,60052337,12,116,60052221,317,189,256,0.0126847162719324185838275897459137590335182691,0.0126847162719324179497304427854942332487553358,1.4691581e-80,0.181602677795237421598528726462973281741142273,0.1840735133638926879218189,0.011342891268171449,0.0013418250037609685821,1
256,random_2,379,419,463,73524863,1,43,73524820,341,204,284,0.0324513221601979265623980224538679478689994593,0.0324513221601979290342754325138230342417955399,1.7080278e-80,0.0324513221601979290342754325138230342417955399,0.03258740902945247291944142,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,2,103,73524760,50,323,45,0.0305748131510613282876631709610439251415052975,0.0305748131510613294081757373987784376367926598,8.2219719e-81,0.063026135311259251503557266005373094230890274,0.06329043977914446117427616,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,3,60,73524803,88,119,224,0.0276929581431374832409103835082328377356616274,0.0276929581431374846611781492811132920905947685,1.608556e-81,0.090719093454396729225841511379258008673787117,0.09109953026214447080466385,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,4,220,73524643,70,157,204,0.0272004118161706778191594330224317833887390972,0.0272004118161706769096763736115462961606681347,1.5483963e-80,0.117919505270567409604964836944418493658304214,0.1184140088910084487316965,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,5,177,73524686,108,372,383,0.0268649011907436408949548533969516281094237017,0.0268649011907436396917603360634529963135719299,1.5900733e-80,0.144784406461311049296725173007871489971876144,0.1453915699073774769889411,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,6,117,73524746,20,253,159,0.0229098496015007610537796709978190217767610403,0.0229098496015007618842318493079801555722951889,1.581879e-80,0.167694256062811797303169214501394890248775482,0.1683974935514694348803744,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,7,15,73524848,22,344,56,0.0225401468616434279343689373157104848741284105,0.0225401468616434272340676159274153178557753563,2.051907e-80,0.190234402924455231476130734336038585752248764,0.1910321640816338706336808,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,8,235,73524628,92,82,260,0.0223612507282702638639220641976266076050751901,0.022361250728270262722041650249593658372759819,2.0202738e-80,0.212595653652725508075960192400088999420404434,0.213487188265087390881547,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,9,74,73524789,58,49,338,0.0195482666396576735359795614275856401690333178,0.0195482666396576722223077382523115375079214573,5.3486675e-81,0.232143920292383176828820978698786348104476929,0.2331174319161349595130872,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,10,118,73524745,72,248,101,0.0191498308560113022584100955393390208256131779,0.0191498308560113031373539627111313166096806526,3.5441383e-81,0.251293751148394473027281037502689287066459656,0.2523475689154547896286829,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,11,146,73524717,12,108,329,0.0189537232705453618095962420510768068320919927,0.0189537232705453626002700673325307434424757957,4.5298478e-80,0.270247474418939814810869393113534897565841675,0.2713807759385533646678823,0.01834198624255454,0.00027414872928860703483,1
256,random_2,379,419,463,73524863,12,185,73524678,145,332,382,0.0186161349718431479884603403017967156129720043,0.018616134971843147083436775801601470448076725,4.2262419e-81,0.288863609390782982710987880636821500957012177,0.2900749789630149289010319,0.01834198624255454,0.00027414872928860703483,1
256,random_3,283,331,439,41122447,1,3,41122444,172,68,82,0.0247148498174382822047832858519868981726654411,0.024714849817438280799031247170205460861325264,1.9161401e-81,0.024714849817438280799031247170205460861325264,0.02495918766680434858207249,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,2,82,41122365,79,314,339,0.0225107155037909687891690206348792490698940088,0.0225107155037909678618746056599775329232215881,2.9132153e-80,0.0472255653212292486609058528301829937845468521,0.04769245033776470243935819,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,3,6,41122441,61,136,164,0.0224602147957804029074920659890968861456202136,0.0224602147957804025579786610933297197334468365,2.2773512e-81,0.0696857801170096546883314658771269023418426514,0.07037471303673037414938563,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,4,79,41122368,190,246,257,0.0220674808951159895701155782277396408430259492,0.0220674808951159887038251383728493237867951393,2.6961509e-80,0.0917532610121256503310505081572046037763357162,0.0926603591589332392652878,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,5,85,41122362,251,51,421,0.0215595291266077364034167324868696772778851036,0.0215595291266077355996078068756105494685471058,1.5958907e-80,0.113312790138733382461211363079200964421033859,0.1144330317607816643876717,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,6,76,41122371,18,178,175,0.0202660430972451140872503465475471860020602453,0.0202660430972451156839131414244548068381845951,6.119392e-81,0.133578833235978494675677552550041582435369492,0.1348994305721872288827967,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,7,88,41122359,140,119,64,0.0193505208712037280351796239540114662205382559,0.0193505208712037267415606578424558392725884914,1.0478304e-80,0.152929354107182224886685162346111610531806946,0.1544412560512970489234874,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,8,9,41122438,233,204,246,0.0190143057883501085558426563181602705552703532,0.0190143057883501095939315916893974645063281059,1.5285788e-82,0.171943659895532341419510657942737452685832977,0.1736435425321390113584386,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,9,51,41122396,94,163,77,0.017385977457469273626690745779684909485168243,0.017385977457469274642942735908945905975997448,1.4182453e-80,0.189329637353001623001347297758911736309528351,0.1912014025773021153042919,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,10,54,41122393,266,231,159,0.0173577969451436180750969320872521826034584095,0.0173577969451436178727199433069472433999180794,2.72497e-80,0.206687434298145233935173337158630602061748505,0.2087308035097908687216517,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,11,73,41122374,129,110,93,0.0173131073746245260029235721400179670341938891,0.0173131073746245270350563316696934634819626808,8.8154374e-81,0.22400054167276975403133576492109568789601326,0.2262150730582909163857153,0.015865913331623432,0.00082654156847545429132,1
256,random_3,283,331,439,41122447,12,28,41122419,96,83,180,0.0166924549000988850693154125206007606634998606,0.0166924549000988867164529949604911962524056435,7.4274033e-81,0.240692996572868633808894855974358506500720978,0.2430725541900301822639818,0.015865913331623432,0.00082654156847545429132,1
